PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
37637702,Critical respiratory failure due to pregnancy complicated by COVID-19 and bacterial coinfection: A case report,"Zhou S, Liu MH, Deng XP.",World J Clin Cases. 2023 Aug 16;11(23):5559-5566. doi: 10.12998/wjcc.v11.i23.5559.,Zhou S,World J Clin Cases,2023,2023/8/28,PMC10450368,,10.12998/wjcc.v11.i23.5559
37954099,A case report of diagnosis and dynamic monitoring of Listeria monocytogenes meningitis with NGS,"Jiang J, Lv M, Yang K, Zhao G, Fu Y.",Open Life Sci. 2023 Nov 8;18(1):20220738. doi: 10.1515/biol-2022-0738. eCollection 2023.,Jiang J,Open Life Sci,2023,2023/11/13,PMC10638841,,10.1515/biol-2022-0738
39619731,Rickettsia felis Pulmonary Infection Detected via Metagenomic Next-Generation Sequencing in a Clonorchiasis Patient: A Case Report,"Wen S, Zeng JJ, Li Y.",Infect Drug Resist. 2024 Nov 25;17:5189-5194. doi: 10.2147/IDR.S481950. eCollection 2024.,Wen S,Infect Drug Resist,2024,2024/12/2,PMC11606710,,10.2147/IDR.S481950
40852206,Early diagnosis of streptococcus cristatus in blood culture-negative infective endocarditis by capture-based metagenomic next-generation sequencing: a case report,"Wang D, Wang H, Zhang D, Yan X.",Front Cardiovasc Med. 2025 Aug 7;12:1604687. doi: 10.3389/fcvm.2025.1604687. eCollection 2025.,Wang D,Front Cardiovasc Med,2025,2025/8/25,PMC12369494,,10.3389/fcvm.2025.1604687
36684597,Cerebral aspergillosis after heart-lung transplantation in a child: Case report with 3-year follow-up and literature review,"Zhuang H, Xiang K, Gong S, Zhou Y, Chen J.",Front Cardiovasc Med. 2023 Jan 6;9:1042631. doi: 10.3389/fcvm.2022.1042631. eCollection 2022.,Zhuang H,Front Cardiovasc Med,2023,2023/1/23,PMC9853382,,10.3389/fcvm.2022.1042631
38053032,Chlamydia psittaci Pneumonia in a patient with motor neuron disease: a case report,"Luo H, Jiang L, Chen J, Wang D, Kong Y, Cao G.",BMC Infect Dis. 2023 Dec 5;23(1):852. doi: 10.1186/s12879-023-08860-2.,Luo H,BMC Infect Dis,2023,2023/12/5,PMC10699031,,10.1186/s12879-023-08860-2
41005465,Rapid diagnosis and targeted therapy of Chlamydia psittaci pneumonia: The clinical value of quantitative metagenomic next-generation sequencing,"Wen W, Zeng Z, Liang S, Zhang Y, Deng J.",Indian J Med Microbiol. 2025 Sep 24;58:100984. doi: 10.1016/j.ijmmb.2025.100984. Online ahead of print.,Wen W,Indian J Med Microbiol,2025,2025/9/26,,,10.1016/j.ijmmb.2025.100984
40051621,Case Report: First report of Legionella micdadei pneumonia and organizing pneumonia in a patient with myelodysplastic and Sweet syndromes,"Chen Y, Liang S, Lu Y, Zhou X, Zheng R, Chen Y.",Front Immunol. 2025 Feb 20;16:1510948. doi: 10.3389/fimmu.2025.1510948. eCollection 2025.,Chen Y,Front Immunol,2025,2025/3/7,PMC11882538,,10.3389/fimmu.2025.1510948
27413190,"Coinfections of Zika and Chikungunya Viruses in Bahia, Brazil, Identified by Metagenomic Next-Generation Sequencing","Sardi SI, Somasekar S, Naccache SN, Bandeira AC, Tauro LB, Campos GS, Chiu CY.",J Clin Microbiol. 2016 Sep;54(9):2348-53. doi: 10.1128/JCM.00877-16. Epub 2016 Jul 13.,Sardi SI,J Clin Microbiol,2016,2016/7/15,PMC5005514,,10.1128/JCM.00877-16
35462994,Recurrent Pneumonia With Tuberculosis and Candida Co-infection Diagnosed by Metagenomic Next-Generation Sequencing: A Case Report and Literature Review,"Ma N, Chen M, Ding J, Wang F, Jin J, Fan S, Chen J.",Front Med (Lausanne). 2022 Apr 8;9:755308. doi: 10.3389/fmed.2022.755308. eCollection 2022.,Ma N,Front Med (Lausanne),2022,2022/4/25,PMC9026854,,10.3389/fmed.2022.755308
39741888,A Lumbar Drug-Resistant Tuberculosis: A Case Report and Review of Literature,"Li T, Liu S.",Infect Drug Resist. 2024 Dec 27;17:5867-5873. doi: 10.2147/IDR.S504519. eCollection 2024.,Li T,Infect Drug Resist,2024,2025/1/1,PMC11687309,,10.2147/IDR.S504519
39478825,mNGS-identified cellulitis due to quinolone-resistant Edwardsiella tarda: a case report,"Wang X, Gu D, Zhang L, Wu Y, Zhang R, Li K, Ren H.",Front Med (Lausanne). 2024 Oct 16;11:1413561. doi: 10.3389/fmed.2024.1413561. eCollection 2024.,Wang X,Front Med (Lausanne),2024,2024/10/31,PMC11521806,,10.3389/fmed.2024.1413561
40875928,Bridging the Gap: Opsoclonus-Myoclonus Syndrome: Human Pegivirus Encephalomyelitis Diagnosed Through Metagenomic Next-Generation Sequencing,"Taga A, Kolchinski A, Reed C, Probasco JC, Simner PJ, Green KE, Pardo CA.",Neurology. 2025 Sep 23;105(6):e214091. doi: 10.1212/WNL.0000000000214091. Epub 2025 Aug 28.,Taga A,Neurology,2025,2025/8/28,,,10.1212/WNL.0000000000214091
38590894,Nocardia farcinica brain abscess with torque teno virus co-infection: A case report,"Gu Y, Wang Z, Xia X, Zhao G.",Heliyon. 2024 Mar 26;10(7):e28632. doi: 10.1016/j.heliyon.2024.e28632. eCollection 2024 Apr 15.,Gu Y,Heliyon,2024,2024/4/9,PMC11000006,,10.1016/j.heliyon.2024.e28632
38627797,Hemorrhagic cystitis induced by JC polyomavirus infection following COVID-19: a case report,"Lv Y, Liu X.",BMC Urol. 2024 Apr 16;24(1):87. doi: 10.1186/s12894-024-01464-1.,Lv Y,BMC Urol,2024,2024/4/16,PMC11020351,,10.1186/s12894-024-01464-1
39206169,Case report: The use of metagenomic next-generation sequencing to diagnose Lemierre's syndrome caused by lost root canal fillings in a 33-year-old patient with metabolic syndrome,"Zhou Y, Zhai Y, Wang Y, Zhang D, Feng G.",Front Med (Lausanne). 2024 Aug 14;11:1402444. doi: 10.3389/fmed.2024.1402444. eCollection 2024.,Zhou Y,Front Med (Lausanne),2024,2024/8/29,PMC11349511,,10.3389/fmed.2024.1402444
40417222,Case report: Analysis of the efficacy and safety of anti-infectious treatment for brain abscess caused by oral anaerobes,"Tian C, Liu J, Chen Z, Li L.",Front Pharmacol. 2025 May 9;16:1506879. doi: 10.3389/fphar.2025.1506879. eCollection 2025.,Tian C,Front Pharmacol,2025,2025/5/26,PMC12098379,,10.3389/fphar.2025.1506879
36193103,Chlamydia psittaci pneumonia complicated with organizing pneumonia: A case report and literature review,"Gao Y, Zhang X, Liu J, Gong L, Chen G, Zhou X.",IDCases. 2022 Aug 27;30:e01584. doi: 10.1016/j.idcr.2022.e01584. eCollection 2022.,Gao Y,IDCases,2022,2022/10/4,PMC9526182,,10.1016/j.idcr.2022.e01584
40830754,Subdural empyema caused by Aggregatibacter segnis: a rare case report and literature review,"Li Q, Fan X, Wang K, Wu X, Li J, An Y, Wei P, Shi W, Shan Y, Chen S, Zhao G.",BMC Infect Dis. 2025 Aug 19;25(1):1042. doi: 10.1186/s12879-025-11479-0.,Li Q,BMC Infect Dis,2025,2025/8/20,PMC12366080,,10.1186/s12879-025-11479-0
38638828,Case report: Cutaneous anthrax diagnosed using mNGS of a formalin-fixed paraffin-embedded tissue sample,"Zhang J, Hou XY, Wang JY, Lu B.",Front Cell Infect Microbiol. 2024 Apr 4;14:1329235. doi: 10.3389/fcimb.2024.1329235. eCollection 2024.,Zhang J,Front Cell Infect Microbiol,2024,2024/4/19,PMC11024221,,10.3389/fcimb.2024.1329235
37700798,Clinical Characteristics and Treatment of Listeria monocytogenes Infections in the Central Nervous System,"Xu X, Shan Y, Cen Y, Zhao J, Yang X, Liu R, Tan Q, Ma Y, He M, Zhang J, Yang F, Yu S.",Infect Drug Resist. 2023 Sep 6;16:5899-5909. doi: 10.2147/IDR.S424012. eCollection 2023.,Xu X,Infect Drug Resist,2023,2023/9/13,PMC10493144,,10.2147/IDR.S424012
38912444,Case report: Multiple organ failure caused by Japanese spotted fever,"Zhou P, Zhu Y, Cai Q, Li Z, Yu Y, Zhu Y, Guan L.",Heliyon. 2024 Jun 6;10(11):e32647. doi: 10.1016/j.heliyon.2024.e32647. eCollection 2024 Jun 15.,Zhou P,Heliyon,2024,2024/6/24,PMC11193004,,10.1016/j.heliyon.2024.e32647
38529114,Pneumonia Caused by Chlamydia psittaci and SARS-CoV-2 Coinfection Diagnosed Using Metagenomic Next-Generation Sequencing: A Case Report,"Zhang A, Liang J, Lao X, Xia X, Liang J.",Int Med Case Rep J. 2024 Mar 21;17:187-194. doi: 10.2147/IMCRJ.S458131. eCollection 2024.,Zhang A,Int Med Case Rep J,2024,2024/3/26,PMC10962458,,10.2147/IMCRJ.S458131
35123429,Acute myelitis with multicranial neuritis caused by Varicella zoster virus: a case report,"Liu Q, Zhou X, Li Z.",BMC Neurol. 2022 Feb 5;22(1):45. doi: 10.1186/s12883-022-02571-y.,Liu Q,BMC Neurol,2022,2022/2/6,PMC8817603,,10.1186/s12883-022-02571-y
37361935,Extracorporeal Membrane Oxygenation in Severe Acute Respiratory Distress Syndrome Caused by Chlamydia abortus: A Case Report,"Huang J, Liu C, Zhou Z, Xia H, Zhu Z, Lu J, Lin J, Chen Z, Ye Q, Zuo L.",Infect Drug Resist. 2023 Jun 19;16:3893-3901. doi: 10.2147/IDR.S411331. eCollection 2023.,Huang J,Infect Drug Resist,2023,2023/6/26,PMC10289095,,10.2147/IDR.S411331
38316151,Sepsis and multi-organ failure due to genital herpes in a healthy person,"Li R, Zhou J.",Int J STD AIDS. 2024 May;35(6):490-493. doi: 10.1177/09564624241229465. Epub 2024 Feb 5.,Li R,Int J STD AIDS,2024,2024/2/5,,,10.1177/09564624241229465
40124696,The second generation metagenomic sequencing of cerebrospinal fluid for diagnosis of non-eschar scrub typhus,"Li S, Zhang S, Zhou T, Ge Z, Li Y, Zhang J, Zhu Y, Li S.",Oxf Med Case Reports. 2025 Mar 20;2025(3):omae198. doi: 10.1093/omcr/omae198. eCollection 2025 Mar.,Li S,Oxf Med Case Reports,2025,2025/3/24,PMC11924375,,10.1093/omcr/omae198
40922265,Diagnosis of Cytomegalovirus infection in a very low birth weight infant using metagenomic next-generation sequencing: A case report,"Zhao C, Li H, Guo L, Jia M, Liu J.",Medicine (Baltimore). 2025 Sep 5;104(36):e44264. doi: 10.1097/MD.0000000000044264.,Zhao C,Medicine (Baltimore),2025,2025/9/9,PMC12419413,,10.1097/MD.0000000000044264
35874573,Case Report: Report of Infective Endocarditis Caused by Abiotrophia defectiva and Literature Review,"Du Y, Zhang Z, Chen C, Xia H, Zhang H, Guo Z, Wang Y.",Front Pediatr. 2022 Jul 6;10:894049. doi: 10.3389/fped.2022.894049. eCollection 2022.,Du Y,Front Pediatr,2022,2022/7/25,PMC9299070,,10.3389/fped.2022.894049
37953802,Pleural cryptococcosis diagnosed by pleural biopsy in an immunocompromised patient: a case report,"Jia H, Liu H, Tu M, Wang Y, He X, Zhang G.",Front Cell Infect Microbiol. 2023 Oct 25;13:1258021. doi: 10.3389/fcimb.2023.1258021. eCollection 2023.,Jia H,Front Cell Infect Microbiol,2023,2023/11/13,PMC10634414,,10.3389/fcimb.2023.1258021
39776755,A Rare Q-Fever Infection Diagnosed Using Metagenomic Next-Generation Sequencing in Liver Transplantation Patient: A Case Report and Literature Review,"Niu X, Qiu S, Zheng Y, Li L, Tian E, Liu J, Gai W, Zhang Q, Jin H.",Infect Drug Resist. 2025 Jan 3;18:25-30. doi: 10.2147/IDR.S485083. eCollection 2025.,Niu X,Infect Drug Resist,2025,2025/1/8,PMC11705991,,10.2147/IDR.S485083
37915503,Case Report: Successful Treatment of Recurrent Candida Albicans Meningitis with Kimura's Disease Using Amphotericin B Colloidal Dispersion Combined with Fluconazole,"Shen H, Zhou H, Zhang F, Wang J, Wang R, Wang J.",Infect Drug Resist. 2023 Oct 27;16:6905-6909. doi: 10.2147/IDR.S416040. eCollection 2023.,Shen H,Infect Drug Resist,2023,2023/11/2,PMC10617790,,10.2147/IDR.S416040
39033154,Detection Ewingella americana from a patient with Andersson lesion in ankylosing spondylitis by metagenomic next-generation sequencing test: a case report,"Wu H, Wu X, Wu T, Miao X, Zheng S, Huang G, Cheng X.",BMC Musculoskelet Disord. 2024 Jul 20;25(1):568. doi: 10.1186/s12891-024-07680-y.,Wu H,BMC Musculoskelet Disord,2024,2024/7/20,PMC11264891,,10.1186/s12891-024-07680-y
32477918,Neonatal Ureaplasma parvum meningitis: a case report and literature review,"Wang Q, Wang K, Zhang Y, Lu C, Yan Y, Huang X, Zhou J, Chen L, Wang D.",Transl Pediatr. 2020 Apr;9(2):174-179. doi: 10.21037/tp.2020.02.04.,Wang Q,Transl Pediatr,2020,2020/6/2,PMC7237967,,10.21037/tp.2020.02.04
39512622,Case report: A comprehensive report on the first confirmed Mpox case in the Philippines during the 2022 Mpox global outbreak: from clinical presentation to shotgun metagenomic sequencing analysis,"Ylaya EM, Grande PG, Dancel LL, Nicolasora AD, Polotan FG, Pantoni RA, Melo E, Ortia SP, Manalo JI, Abulencia MF, Chu MYJ, Dizon TJ, Bucoy-Sy MC, Adasa G, Gianan-Gascon A, Roman AD.",Front Med (Lausanne). 2024 Oct 22;11:1387407. doi: 10.3389/fmed.2024.1387407. eCollection 2024.,Ylaya EM,Front Med (Lausanne),2024,2024/11/8,PMC11541813,,10.3389/fmed.2024.1387407
40667600,A Pulmonary Abscess Caused by Porphyromonas gingivalis Infection: A Case Report and Literature Review,"Chen X, Wu L, Wu R, Dong J.",Clin Respir J. 2025 Jul;19(7):e70099. doi: 10.1111/crj.70099.,Chen X,Clin Respir J,2025,2025/7/16,PMC12264576,,10.1111/crj.70099
34889238,Fast and precise pathogen detection and identification of overlapping infection in patients with CUTI based on metagenomic next-generation sequencing: A case report,"Zhang M, Wang W, Li X, Zhang X, Yang D.",Medicine (Baltimore). 2021 Dec 10;100(49):e27902. doi: 10.1097/MD.0000000000027902.,Zhang M,Medicine (Baltimore),2021,2021/12/10,PMC8663832,,10.1097/MD.0000000000027902
38476447,Multiple pulmonary cavities in an immunocompetent patient: a case report and literature review,"Guo Z, Zuo A, Liu X, Jiang Y, Yang S, Lu D.",Front Med (Lausanne). 2024 Feb 27;11:1329381. doi: 10.3389/fmed.2024.1329381. eCollection 2024.,Guo Z,Front Med (Lausanne),2024,2024/3/13,PMC10930033,,10.3389/fmed.2024.1329381
40078515,mNGS-based dynamic pathogen monitoring for accurate diagnosis and treatment of severe pneumonia caused by fungal infections,"Li Z, Wu C, Tang LA, Liang Y, A R, Huang D, Ning C, Wang W, Tan W.",Biosaf Health. 2023 Apr 27;5(3):138-143. doi: 10.1016/j.bsheal.2023.04.004. eCollection 2023 Jun.,Li Z,Biosaf Health,2023,2025/3/13,PMC11895042,,10.1016/j.bsheal.2023.04.004
40637448,Psittacosis Combined With Central Nervous System Infection and Acute Cerebral Infarction: A Case Report Based on Metagenomic Next-Generation Sequencing,"Tian S, Xiao Y, Dong C.",Neurologist. 2025 Sep 1;30(5):303-306. doi: 10.1097/NRL.0000000000000636.,Tian S,Neurologist,2025,2025/7/10,,,10.1097/NRL.0000000000000636
38414785,Whipple's disease of the respiratory system: A case report,"Deng Y, Zhang H, Lu J, Zhou Z, Zhang T, Cui X.",Exp Ther Med. 2024 Feb 7;27(4):133. doi: 10.3892/etm.2024.12421. eCollection 2024 Apr.,Deng Y,Exp Ther Med,2024,2024/2/28,PMC10895612,,10.3892/etm.2024.12421
40955281,Recurrent Subcutaneous Abscess from Co-Infection with Prototheca wickerhamii and Mycobacterium haemophilum: mNGS Misdiagnosis as Leprosy,"Jiang L, Wei L, Li X, Zheng D, Cao C, Li M.",Infect Drug Resist. 2025 Sep 10;18:4827-4831. doi: 10.2147/IDR.S536182. eCollection 2025.,Jiang L,Infect Drug Resist,2025,2025/9/16,PMC12433625,,10.2147/IDR.S536182
31807570,Arthritis caused by Legionella micdadei and Staphylococcus aureus: metagenomic next-generation sequencing provides a rapid and accurate access to diagnosis and surveillance,"Huang Y, Ma Y, Miao Q, Pan J, Hu B, Gong Y, Lin Y.",Ann Transl Med. 2019 Oct;7(20):589. doi: 10.21037/atm.2019.09.81.,Huang Y,Ann Transl Med,2019,2019/12/7,PMC6861802,,10.21037/atm.2019.09.81
40702426,Scedosporium boydii pulmonary infection in an immunocompetent patient with COPD confirmed by next-generation metagenomic sequencing and culture: a case report,"Ye J, Jin S, Li Y, Gao W, Zheng C, Zuo H, Zhang C, Song M, Hao J, Liu Y, Feng Z, Zhang H, Zhao Z, Guo Y, Zhang L.",BMC Infect Dis. 2025 Jul 24;25(1):938. doi: 10.1186/s12879-025-11291-w.,Ye J,BMC Infect Dis,2025,2025/7/23,PMC12288360,,10.1186/s12879-025-11291-w
34991519,Primary Toxoplasma gondii infection-associated with hemophagocytic syndrome in a man with HIV infection: a case report,"Zhou Y, Liu Y, Wen Y.",BMC Infect Dis. 2022 Jan 6;22(1):35. doi: 10.1186/s12879-021-07022-6.,Zhou Y,BMC Infect Dis,2022,2022/1/7,PMC8740471,,10.1186/s12879-021-07022-6
37719652,"Genome Analysis of ST1 Bartonella henselae, a Zoonotic Pathogen Causing Endocarditis in an Elderly Patient in China","Mu X, Liang J, Qian L, Zhou B, Zou X, Fu Y, Zhu Y, Li X, Shi J.",Infect Drug Resist. 2023 Sep 11;16:6079-6084. doi: 10.2147/IDR.S422345. eCollection 2023.,Mu X,Infect Drug Resist,2023,2023/9/18,PMC10503507,,10.2147/IDR.S422345
41029310,Diagnosis of pleural aspergillosis caused by Aspergillus infection via metagenomic next-generation sequencing from a patient with unexplained pleural effusion: a case report,"Huang J, Dong T, Yang C.",BMC Pulm Med. 2025 Sep 30;25(1):434. doi: 10.1186/s12890-025-03910-8.,Huang J,BMC Pulm Med,2025,2025/10/1,PMC12486720,,10.1186/s12890-025-03910-8
39866262,Case report: co-infection of Scedosporium and Mycobacterium in lungs,"Liu C, Wu W, Wang L, Li J.",AME Case Rep. 2024 Oct 17;9:3. doi: 10.21037/acr-24-9. eCollection 2025.,Liu C,AME Case Rep,2024,2025/1/27,PMC11760516,,10.21037/acr-24-9
34243811,Pulmonary coinfection of Mycobacterium tuberculosis and Tropheryma whipplei: a case report,"Zhu B, Tang J, Fang R, Fei X, Wang Q, Wang W, Wu X, Liu C, Wang Q.",J Med Case Rep. 2021 Jul 9;15(1):359. doi: 10.1186/s13256-021-02899-y.,Zhu B,J Med Case Rep,2021,2021/7/10,PMC8269402,,10.1186/s13256-021-02899-y
37114253,"Enzyme-linked immunospot assay and metagenomic sequencing of Mycobacterium tuberculosis, coagulopathy symptoms, and pancytopenia testing for characterization of pulmonary tuberculosis: case report and literature review","Liu H, Xia H, Jia B, Wu J.",Cell Mol Biol (Noisy-le-grand). 2022 Sep 30;68(10):178-181. doi: 10.14715/cmb/2022.68.10.27.,Liu H,Cell Mol Biol (Noisy-le-grand),2022,2023/4/28,,,10.14715/cmb/2022.68.10.27
33079050,Epileptic Seizure after Use of Moxifloxacin in Man with Legionella longbeachae Pneumonia,"Wang JY, Li X, Chen JY, Tong B.",Emerg Infect Dis. 2020 Nov;26(11):2725-2727. doi: 10.3201/eid2611.191815.,Wang JY,Emerg Infect Dis,2020,2020/10/20,PMC7588506,,10.3201/eid2611.191815
38800583,Case Report: Visceral Leishmaniasis Falsely Diagnosed as Viral Hepatitis C Without Febrile Symptoms,"Liu Y, Deng C.",Infect Drug Resist. 2024 May 20;17:2009-2014. doi: 10.2147/IDR.S456984. eCollection 2024.,Liu Y,Infect Drug Resist,2024,2024/5/27,PMC11122169,,10.2147/IDR.S456984
40756029,Diagnostic challenges and treatment breakthroughs in Malassezia restricta-induced meningoencephalitis: a real-world analysis of early mNGS applications,"Wang J, Tao L.",Front Cell Infect Microbiol. 2025 Jul 18;15:1613521. doi: 10.3389/fcimb.2025.1613521. eCollection 2025.,Wang J,Front Cell Infect Microbiol,2025,2025/8/4,PMC12313642,,10.3389/fcimb.2025.1613521
35463884,Case Report and Literature Review: Bacterial Meningoencephalitis or Not? Naegleria fowleri Related Primary Amoebic Meningoencephalitis in China,"Zhou W, Ouyang Y, Zhang D, Liao S, Liang H, Zhao L, Chen C.",Front Pediatr. 2022 Apr 8;10:785735. doi: 10.3389/fped.2022.785735. eCollection 2022.,Zhou W,Front Pediatr,2022,2022/4/25,PMC9033202,,10.3389/fped.2022.785735
40390350,Rapid diagnosis of disseminated Mycobacterium avium complex infection mimicking metastatic malignancy using metagenomic next-generation sequencing,"Liu Y, Wang J, Pu Y, Tang S.",Natl Med J India. 2025 Jan-Feb;38(1):16-17. doi: 10.25259/NMJI_872_2022.,Liu Y,Natl Med J India,2025,2025/5/20,,,10.25259/NMJI_872_2022
40535168,Diagnosis of secondary tuberculosis infection in an asymptomatic elderly with cancer using next-generation sequencing: Case report,"Huang J, Ren W, Hu W, Ni J.",Open Life Sci. 2025 Jun 12;20(1):20251123. doi: 10.1515/biol-2025-1123. eCollection 2025.,Huang J,Open Life Sci,2025,2025/6/19,PMC12176006,,10.1515/biol-2025-1123
38148807,Pulmonary strongyloidiasis and hyperinfection in a Patient with idiopathic inflammatory myopathy£ºA case report,"Fan W, Fu Q, Yu Y.",Heliyon. 2023 Dec 9;10(1):e23484. doi: 10.1016/j.heliyon.2023.e23484. eCollection 2024 Jan 15.,Fan W,Heliyon,2023,2023/12/27,PMC10750171,,10.1016/j.heliyon.2023.e23484
39386754,A case report: Comorbidity of Rhinocerebral mucormycosis and pulmonary aspergillosis with challenging diagnosis,"Wang Q, Huang Y, Ma H, Fan GK.",Front Med (Lausanne). 2024 Sep 25;11:1398714. doi: 10.3389/fmed.2024.1398714. eCollection 2024.,Wang Q,Front Med (Lausanne),2024,2024/10/10,PMC11461224,,10.3389/fmed.2024.1398714
